Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,NA_Sales,EU_Sales,JP_Sales
Spider-Man 2,GC,2004,Action,Activision,0.84,0.1,0.25,0.02
The Incredibles,GC,2004,Action,THQ,0.84,0.4,0,0
ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.84,0.39,0,0
Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.84,0.19,0.2,0
Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,0.83,0.33,0.09,0
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.81,0.31,0.11,0
Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.81,0.33,0.08,0
Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.8,0.39,0.01,0
Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.8,0.4,0,0
Pokemon Dash,DS,2004,Racing,Nintendo,0.77,0.02,0.36,0
Driv3r,XB,2004,Racing,Atari,0.76,0.21,0.16,0
Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.76,0.24,0.16,0
Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.76,0.21,0.16,0
That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.76,0.35,0.05,0
Shark Tale,PS2,2004,Action,Activision,0.75,0.39,0,0
Tony Hawk's Underground 2,XB,2004,Sports,Activision,0.75,0,0,0.42
Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,0.73,0,0,0.42
Full Spectrum Warrior,XB,2004,Strategy,THQ,0.73,0.33,0.09,0
Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,0.73,0.16,0.19,0
Scooby-Doo 2: Monsters Unleashed,GBA,2004,Action,THQ,0.71,0.15,0.25,0
Power Rangers: Dino Thunder,PS2,2004,Action,THQ,0.71,0.21,0.16,0
Madden NFL 2005,GC,2004,Sports,Electronic Arts,0.7,0.12,0.06,0.21
Mafia,PS2,2004,Action,Illusion Softworks,0.7,0.14,0.05,0.22
Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,Nintendo,0.7,0.11,0.2,0
Mario Pinball Land,GBA,2004,Misc,Nintendo,0.69,0.35,0.01,0
Baldur's Gate: Dark Alliance II,PS2,2004,Role-Playing,Interplay,0.68,0.21,0.16,0
Shark Tale,GBA,2004,Action,Activision,0.68,0.33,0.09,0
NCAA Football 2005,XB,2004,Sports,Electronic Arts,0.68,0.31,0.1,0
Fight Night 2004,XB,2004,Fighting,Electronic Arts,0.68,0.21,0.16,0
Midway Arcade Treasures 2,PS2,2004,Misc,Midway Games,0.68,0.24,0.16,0
Fight Night Round 2004,XB,2004,Fighting,Electronic Arts,0.67,0,0,0.42
NFL Street,XB,2004,Sports,Electronic Arts,0.66,0.24,0.16,0
Strawberry Shortcake: Summertime Adventure,GBA,2004,Adventure,Majesco Entertainment,0.66,0.34,0.05,0
Street Fighter Anniversary Collection,PS2,2004,Fighting,Capcom,0.66,0.33,0.08,0
Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.66,0.35,0.04,0
Disney's Kim Possible 2: Drakken's Demise,GBA,2004,Platform,Disney Interactive Studios,0.66,0.19,0.14,0.06
Yoshi Topsy-Turvy,GBA,2004,Platform,Nintendo,0.65,0.11,0.2,0
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,0.64,0.22,0.16,0
Spyro: A Hero's Tail,PS2,2004,Platform,Vivendi Games,0.64,0,0,0.41
Crash: Twinsanity,PS2,2004,Platform,Vivendi Games,0.64,0.24,0.16,0
GoldenEye: Rogue Agent,PS2,2004,Shooter,Electronic Arts,0.64,0.21,0.16,0
James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,0.64,0.23,0.16,0
Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.64,0.25,0.13,0
SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.64,0.13,0.19,0
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,0.64,0.23,0.16,0
Dogz,GBA,2004,Simulation,Ubisoft,0.63,0.16,0.17,0
Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,0.62,0.21,0.07,0.09
The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0.62,0,0,0.42
Strike Force Bowling,PS2,2004,Sports,Play It,0.62,0.23,0.15,0.01
XGRA: Extreme G-Racing Association,PS2,2004,Racing,Eidos Interactive,0.62,0.32,0.09,0
Dora the Explorer: Super Spies,GBA,2004,Platform,Gotham Games,0.61,0.3,0.11,0
Texas Hold 'Em Poker,GBA,2004,Misc,Majesco Entertainment,0.61,0.21,0.16,0
Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,0.61,0.21,0.16,0
Monster Trucks,GBA,2004,Racing,Majesco Entertainment,0.6,0.21,0.16,0
Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,THQ,0.59,0.13,0.22,0.01
MVP Baseball 2004,XB,2004,Sports,Electronic Arts,0.59,0.35,0.01,0
Tales of Rebirth,PS2,2004,Role-Playing,Namco Bandai Games,0.59,0.39,0,0
Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.59,0.3,0.11,0
Mega Man Anniversary Collection,PS2,2004,Platform,Capcom,0.59,0.23,0.15,0
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,0.58,0.3,0.11,0
Xenosaga Episode II: Jenseits von Gut und Böse,PS2,2004,Role-Playing,Sony Computer Entertainment,0.58,0.23,0.16,0
Shrek 2: Beg for Mercy,GBA,2004,Adventure,Activision,0.58,0.04,0.28,0.01
Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,0.57,0,0,0.39
Naruto: Ultimate Ninja 2,PS2,2004,Fighting,Namco Bandai Games,0.57,0.4,0,0
Resident Evil Outbreak File #2,PS2,2004,Action,Capcom,0.57,0.42,0,0
Ms. Pac-Man Maze Madness,GBA,2004,Puzzle,Zoo Digital Publishing,0.56,0,0,0.42
Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,0.56,0.35,0.05,0
Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004,Misc,Konami Digital Entertainment,0.56,0,0,0.42
Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,Activision,0.56,0.39,0,0
Derby Stallion 04,PS2,2004,Sports,Enterbrain,0.55,0.21,0.16,0
Shrek 2,XB,2004,Platform,Activision,0.55,0.15,0.17,0
Red Dead Revolver,XB,2004,Shooter,Take-Two Interactive,0.55,0.34,0.07,0
The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,0.54,0,0,0.39
SRS: Street Racing Syndicate,PS2,2004,Racing,Namco Bandai Games,0.54,0.34,0.07,0
Bratz: Rock Angelz,GBA,2004,Misc,THQ,0.54,0.35,0.06,0
Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0.54,0.34,0.07,0
World Soccer Winning Eleven 7 International (JP version),PS2,2004,Sports,Konami Digital Entertainment,0.54,0.32,0.08,0
Jampack Volume 11,PS2,2004,Misc,Sony Computer Entertainment,0.53,0.39,0,0
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.53,0.35,0.01,0
NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,0.53,0.38,0.01,0
Conflict: Vietnam,PS2,2004,Shooter,SCi,0.53,0.32,0.09,0
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004,Misc,Sega,0.53,0.32,0.08,0
Blitz: The League,XB,2004,Sports,Midway Games,0.53,0.38,0,0
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,Electronic Arts,0.53,0,0,0.42
X-Men Legends,GC,2004,Role-Playing,Activision,0.53,0.3,0.11,0
Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.52,0.23,0.15,0
Dynasty Warriors,PSP,2004,Action,Tecmo Koei,0.51,0.21,0.16,0
World Championship Poker,XB,2004,Misc,Crave Entertainment,0.51,0,0.14,0.27
Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,Atari,0.51,0,0,0.42
NBA Ballers,XB,2004,Sports,Midway Games,0.51,0.32,0.08,0
Silent Hill 4: The Room,PS2,2004,Action,Konami Digital Entertainment,0.51,0.2,0.16,0
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,0.5,0.14,0.18,0.03
Super Robot Taisen MX,PS2,2004,Strategy,Banpresto,0.5,0.39,0,0
Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,0.5,0.14,0.1,0.16
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.5,0.2,0.16,0
Monster Hunter,PS2,2004,Role-Playing,Capcom,0.5,0.32,0.08,0
Tony Hawk's Underground 2,GC,2004,Sports,Activision,0.5,0.18,0.14,0.05
Spider-Man 2,DS,2004,Action,Activision,0.49,0.36,0.03,0
Tony Hawk's Underground 2,GBA,2004,Sports,Activision,0.49,0.02,0.02,0.35
GoldenEye: Rogue Agent,XB,2004,Shooter,Electronic Arts,0.49,0.24,0.12,0
Backyard Baseball,PS2,2004,Sports,Atari,0.49,0.3,0.11,0
Need for Speed: Porsche Unleashed,GBA,2004,Racing,Zoo Digital Publishing,0.48,0.31,0.09,0
NFL Street 2,XB,2004,Sports,Electronic Arts,0.48,0.31,0.09,0
Godzilla: Save the Earth,PS2,2004,Fighting,Atari,0.47,0.21,0.17,0
Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,0.47,0.39,0,0
Classic NES Series: Pac-Man,GBA,2004,Puzzle,Nintendo,0.46,0.2,0.14,0.05
Tak 2: The Staff of Dreams,GBA,2004,Platform,THQ,0.46,0.22,0.02,0.16
NASCAR 2005: Chase for the Cup,XB,2004,Racing,Electronic Arts,0.45,0.19,0.16,0.03
NHL 2005,PS2,2004,Sports,Electronic Arts,0.45,0.39,0,0
Yu-Gi-Oh! Destiny Board Traveler,GBA,2004,Misc,Konami Digital Entertainment,0.45,0.27,0.09,0
Hot Wheels: Stunt Track Challenge,GBA,2004,Racing,THQ,0.45,0.31,0.09,0
Samurai Warriors: Xtreme Legends,PS2,2004,Action,Tecmo Koei,0.45,0.2,0.16,0
NBA Live 2005,GC,2004,Sports,Electronic Arts,0.45,0.17,0.12,0.1
WWE Day of Reckoning,GC,2004,Fighting,THQ,0.45,0.16,0.11,0.12
Scooby-Doo! Mystery Mayhem,PS2,2004,Action,THQ,0.45,0.36,0.02,0
Mario Golf: Advance Tour,GBA,2004,Sports,Nintendo,0.45,0.18,0.16,0.03
Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004,Misc,Konami Digital Entertainment,0.44,0.2,0.16,0
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Konami Digital Entertainment,0.44,0.25,0.12,0
Van Helsing,PS2,2004,Action,Activision,0.44,0,0,0.42
The Urbz: Sims in the City (all regions sales),DS,2004,Simulation,Electronic Arts,0.44,0.2,0.16,0
MX Unleashed,XB,2004,Racing,THQ,0.44,0,0,0.42
Naruto: Gekito Ninja Taisen! 3,GC,2004,Fighting,Tomy Corporation,0.44,0.3,0.1,0
Power Rangers: S.P.D.,GBA,2004,Action,THQ,0.44,0.19,0.11,0.09
Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.43,0.2,0.16,0
Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.43,0.15,0.12,0.11
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.43,0.19,0.16,0
The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.43,0.2,0.16,0
EyeToy: AntiGrav,PS2,2004,Sports,Sony Computer Entertainment,0.43,0.3,0.11,0
Famicom Mini: Super Mario Bros. 2,GBA,2004,Platform,Nintendo,0.42,0.2,0.16,0
ESPN NHL 2K5,XB,2004,Sports,Global Star,0.42,0.36,0.02,0
American Chopper,PS2,2004,Racing,Zoo Digital Publishing,0.42,0.3,0.11,0
Star Wars Trilogy: Apprentice of the Force,GBA,2004,Action,Ubisoft,0.42,0.39,0,0
Lemony Snicket's A Series of Unfortunate Events,GBA,2004,Platform,Activision,0.42,0.41,0,0
Jikkyou Powerful Pro Yakyuu 11,PS2,2004,Sports,Konami Digital Entertainment,0.42,0.04,0.21,0.05
James Bond 007: Everything or Nothing,GC,2004,Shooter,Electronic Arts,0.42,0,0,0.41
Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.42,0.23,0.16,0
Mega Man Anniversary Collection,GC,2004,Platform,Capcom,0.42,0.34,0.01,0
The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.42,0.24,0.14,0
Lord of the Rings: The Third Age,XB,2004,Role-Playing,Electronic Arts,0.42,0.2,0.16,0
High Rollers Casino,PS2,2004,Misc,Mud Duck Productions,0.42,0.23,0.16,0
The Suffering,PS2,2004,Action,Midway Games,0.42,0.26,0.13,0
Power Rangers: Dino Thunder,GC,2004,Action,THQ,0.4,0,0,0.41
Atari Anthology,PS2,2004,Misc,Atari,0.4,0.36,0.02,0
The Urbz: Sims in the City,GC,2004,Simulation,Electronic Arts,0.4,0.23,0.16,0
Nicktoons: Freeze Frame Frenzy,GBA,2004,Action,THQ,0.4,0.23,0.16,0
SD Gundam G Generation Seed,PS2,2004,Strategy,Namco Bandai Games,0.4,0.05,0.31,0
Call of Duty: Finest Hour,GC,2004,Shooter,Activision,0.4,0,0,0.39
Rumble Roses,PS2,2004,Fighting,Konami Digital Entertainment,0.39,0.22,0.09,0.04
Donkey Konga 2,GC,2004,Misc,Nintendo,0.39,0,0,0.41
Madden NFL 2005,GBA,2004,Sports,Electronic Arts,0.39,0.21,0.12,0.03
ESPN College Hoops 2K5,XB,2004,Sports,Sega,0.38,0.13,0.15,0.07
FlatOut,PS2,2004,Racing,Empire Interactive,0.38,0.2,0.16,0
Lilo & Stitch 2: Hämsterviel Havoc,GBA,2004,Action,Disney Interactive Studios,0.38,0,0,0.41
EyeToy Play 2,PS2,2004,Misc,Sony Computer Entertainment,0.38,0.2,0.16,0
Harry Potter and the Prisoner of Azkaban,GC,2004,Action,Electronic Arts,0.38,0.07,0.2,0.09
Cabela's Deer Hunt 2005 Season,PS2,2004,Sports,Activision,0.37,0.22,0.15,0
Custom Robo,GC,2004,Role-Playing,Nintendo,0.37,0,0.27,0
GoldenEye: Rogue Agent,GC,2004,Shooter,Electronic Arts,0.36,0.27,0.08,0
MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios,0.36,0.36,0.02,0
Rapala Pro Fishing,PS2,2004,Sports,Zoo Digital Publishing,0.36,0.36,0.02,0
J-League Pro Soccer Club o Tsukurou '04,PS2,2004,Sports,Sega,0.36,0.31,0.06,0
Outlaw Golf 2,PS2,2004,Sports,Global Star,0.35,0,0,0.41
The Fairly Odd Parents: Shadow Showdown,PS2,2004,Platform,THQ,0.35,0.22,0.15,0
NFL Street,GC,2004,Sports,Electronic Arts,0.35,0.03,0.19,0.1
Classic NES Series: Ice Climber,GBA,2004,Platform,Nintendo,0.34,0.34,0.01,0
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004,Adventure,Disney Interactive Studios,0.34,0.38,0,0
The Fairly Odd Parents: Shadow Showdown,GBA,2004,Platform,THQ,0.34,0.19,0.15,0
Hitman: Contracts,XB,2004,Shooter,Eidos Interactive,0.34,0.23,0.16,0
The Urbz: Sims in the City,XB,2004,Simulation,Electronic Arts,0.34,0.08,0.23,0.01
Leisure Suit Larry: Magna Cum Laude,PS2,2004,Adventure,Vivendi Games,0.34,0,0,0.41
Ape Escape Academy,PSP,2004,Misc,Sony Computer Entertainment,0.33,0.29,0.07,0
Tak 2: The Staff of Dreams,GC,2004,Platform,THQ,0.33,0,0,0.41
Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo,0.33,0.07,0.26,0.02
Pinball Hall of Fame: The Gottlieb Collection,PS2,2004,Misc,Play It,0.33,0.23,0.16,0
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,Konami Digital Entertainment,0.32,0.37,0.01,0
Nicktoons: Movin',PS2,2004,Action,THQ,0.32,0.2,0.18,0
Karaoke Revolution Volume 3,PS2,2004,Misc,Konami Digital Entertainment,0.32,0.1,0.02,0.25
Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,0.32,0.33,0.07,0
Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,0.32,0,0,0.41
Yu-Gi-Oh! The Dawn of Destiny,XB,2004,Strategy,Konami Digital Entertainment,0.31,0.01,0.39,0
Midway Arcade Treasures 2,XB,2004,Misc,Midway Games,0.31,0.2,0.16,0
Showdown: Legends of Wrestling,PS2,2004,Fighting,Acclaim Entertainment,0.3,0.2,0.16,0
Finding Nemo: The Continuing Adventures,GBA,2004,Action,THQ,0.3,0.13,0.09,0.16
Shark Tale,GC,2004,Action,Activision,0.3,0.23,0.14,0
MLB SlugFest Loaded,PS2,2004,Sports,Midway Games,0.3,0,0,0.38
The Sims 2,PC,2004,Simulation,Electronic Arts,0.29,0.33,0.04,0.01
Mega Man X8,PS2,2004,Platform,Capcom,0.29,0.15,0.22,0
The Lord of the Rings: The Third Age,GC,2004,Role-Playing,Electronic Arts,0.29,0.15,0.22,0
Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0.29,0.15,0.06,0
Feel the Magic XY/XX,DS,2004,Puzzle,Sega,0.29,0.11,0.08,0.19
Psi-Ops: The Mindgate Conspiracy,PS2,2004,Shooter,Midway Games,0.29,0.2,0.16,0
Spyro: A Hero's Tail,GC,2004,Platform,Vivendi Games,0.29,0,0.03,0.37
F/A-18F Super Hornet,GBA,2004,Simulation,Majesco Entertainment,0.28,0.31,0.08,0
Viewtiful Joe,PS2,2004,Action,Capcom,0.28,0.34,0.01,0
The Urbz: Sims In the City (US weekly sales),DS,2004,Simulation,Electronic Arts,0.28,0,0,0.41
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,Fighting,Eidos Interactive,0.28,0.23,0.15,0
NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.28,0.32,0.02,0.04
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,THQ,0.28,0.15,0.1,0.12
Dragon Ball Z: Budokai 2,GC,2004,Fighting,Atari,0.27,0.21,0.05,0.13
Final Fantasy X International,PS2,2004,Role-Playing,Square Enix,0.27,0.34,0.01,0
Athens 2004,PS2,2004,Sports,Sony Computer Entertainment,0.27,0,0,0.4
Rocky: Legends,PS2,2004,Action,Ubisoft,0.27,0.24,0.09,0
RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios,0.27,0,0,0.41
RollerCoaster Tycoon 3,PC,2004,Strategy,Atari,0.27,0.23,0.02,0
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,Role-Playing,Square Enix,0.27,0.38,0,0
BloodRayne 2,PS2,2004,Shooter,THQ,0.27,0.15,0.23,0
Duel Masters,PS2,2004,Strategy,Atari,0.27,0,0,0.41
Sonic X: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.27,0.08,0.26,0
Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,0.26,0.34,0.01,0
Konjiki no Gashbell!! Makai no Bookmark,GBA,2004,Adventure,Banpresto,0.26,0,0,0.41
Armored Core: Nexus,PS2,2004,Simulation,Indie Games,0.26,0.2,0.16,0
Classic NES Series: Bomberman,GBA,2004,Action,Nintendo,0.26,0.16,0.18,0
Dora the Explorer: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.26,0.24,0.13,0
King of Fighters: Maximum Impact,PS2,2004,Fighting,Ignition Entertainment,0.26,0.19,0.18,0
Lemony Snicket's A Series of Unfortunate Events,GC,2004,Platform,Activision,0.26,0.18,0.15,0.02
MTX Mototrax,PS2,2004,Racing,Activision,0.26,0.35,0.02,0.01
Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,Acclaim Entertainment,0.26,0.29,0.08,0
Madden NFL 2005,DS,2004,Sports,Electronic Arts,0.26,0.23,0.15,0
MVP Baseball 2004,GC,2004,Sports,Electronic Arts,0.26,0.34,0.01,0
Polarium,DS,2004,Puzzle,Nintendo,0.26,0.3,0.08,0
Cartoon Network Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.25,0.21,0.07,0.09
Men of Valor,XB,2004,Shooter,Vivendi Games,0.25,0.18,0.17,0
Golden Nugget Casino,GBA,2004,Misc,Majesco Entertainment,0.25,0,0,0.41
Atari Anthology,XB,2004,Misc,Atari,0.25,0.2,0.15,0
Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.25,0.26,0.04,0.06
Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,0.25,0.23,0.15,0
Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,0.25,0.23,0.15,0
SRS: Street Racing Syndicate,XB,2004,Racing,Namco Bandai Games,0.24,0.38,0.02,0
All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.24,0.36,0.02,0
Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.24,0.21,0.15,0
Densetsu no Stafi 3,GBA,2004,Platform,Nintendo,0.24,0.38,0.02,0
Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.24,0.31,0.08,0
Dora the Explorer: Super Star Adventures,GBA,2004,Adventure,Game Factory,0.24,0.27,0.09,0
Shadow Hearts: Covenant,PS2,2004,Role-Playing,Midway Games,0.24,0.29,0.08,0
Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.23,0.36,0.01,0
Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.23,0.36,0.02,0
Mafia,XB,2004,Action,Take-Two Interactive,0.23,0.26,0.03,0.1
Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004,Role-Playing,Capcom,0.23,0.04,0.11,0.22
Bicycle Casino 2005,XB,2004,Misc,Zoo Digital Publishing,0.23,0.21,0.12,0
The Polar Express,PS2,2004,Adventure,THQ,0.23,0.17,0.15,0.02
Def Jam: Fight for NY,GC,2004,Fighting,Electronic Arts,0.22,0.31,0.01,0.03
Conflict: Vietnam,XB,2004,Shooter,SCi,0.22,0,0,0.4
Time Crisis: Crisis Zone,PS2,2004,Shooter,Namco Bandai Games,0.22,0.33,0.01,0
NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.22,0.2,0.15,0
Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,0.22,0.2,0.15,0
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games,0.22,0.22,0.12,0
Mega Man Zero 3,GBA,2004,Platform,Capcom,0.22,0,0,0.4
Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.22,0.37,0.02,0
Duel Masters: Kaijudo Showdown,GBA,2004,Misc,Atari,0.22,0.2,0.15,0
The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts,0.22,0.31,0.08,0
The Suffering,XB,2004,Action,Midway Games,0.22,0,0,0.4
Viewtiful Joe 2,GC,2004,Action,Capcom,0.22,0.37,0,0
Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,0.22,0.34,0.03,0.01
Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.22,0.2,0.15,0
Scooby-Doo! Mystery Mayhem,GC,2004,Action,THQ,0.22,0.29,0.11,0
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.21,0.15,0.15,0.03
Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,0.21,0,0,0.38
The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.21,0.25,0.07,0.07
Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.21,0.22,0.15,0
Tenchu: Return From Darkness,XB,2004,Action,Activision,0.21,0.31,0.08,0
Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.21,0,0,0.4
Viewtiful Joe 2,PS2,2004,Action,Capcom,0.21,0.28,0.09,0
Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,2004,Platform,Konami Digital Entertainment,0.21,0.19,0.1,0.08
Unreal II: The Awakening,XB,2004,Shooter,Atari,0.21,0.35,0.02,0
SpongeBob SquarePants: Game Boy Advance Video Volume 3,GBA,2004,Misc,N/A,0.21,0,0,0.4
Outlaw Golf 2,XB,2004,Sports,Global Star,0.21,0.27,0.01,0.09
Beyblade G-Revolution,GBA,2004,Action,Atari,0.2,0.22,0.15,0
Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,0.2,0.18,0.12,0.06
Saturday Night Speedway,PS2,2004,Racing,Play It,0.2,0.12,0.01,0
Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.2,0,0,0.4
ESPN MLB Baseball,PS2,2004,Sports,Sega,0.2,0.37,0.03,0
The Fairly Odd Parents: Shadow Showdown,GC,2004,Platform,THQ,0.2,0.32,0.07,0
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.2,0.32,0.07,0
Shark Tale,XB,2004,Action,Activision,0.2,0.32,0.07,0
NFL Street 2,GC,2004,Sports,Electronic Arts,0.2,0.2,0.15,0
Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc,Namco Bandai Games,0.2,0.17,0.14,0
Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.2,0.12,0.21,0
Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.2,0.33,0.01,0
MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,0.2,0.01,0.36,0
Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.2,0.22,0.15,0
Manhunt,XB,2004,Action,Take-Two Interactive,0.19,0.2,0.15,0
IHRA Professional Drag Racing 2005,PS2,2004,Racing,Bethesda Softworks,0.19,0.33,0.01,0
Trivial Pursuit unhinged,PS2,2004,Misc,Atari,0.19,0.2,0.01,0.16
The Polar Express,GBA,2004,Adventure,THQ,0.19,0.2,0.15,0
Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.19,0.26,0.1,0
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.19,0.29,0.11,0
Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.19,0.36,0,0
Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.19,0.18,0.19,0
Daigasso! Band Brothers,DS,2004,Misc,Nintendo,0.19,0.37,0,0
Thomas the Tank Engine & Friends,GBA,2004,Adventure,N/A,0.19,0.32,0.07,0
Fight Club,PS2,2004,Fighting,Vivendi Games,0.18,0.02,0.31,0
Harvest Moon: A Wonderful Life Special Edition,PS2,2004,Simulation,505 Games,0.18,0.31,0.08,0
Vietcong: Purple Haze,PS2,2004,Shooter,Gathering of Developers,0.18,0.34,0.03,0
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.18,0.24,0.14,0
Bad Boys: Miami Takedown,XB,2004,Shooter,Empire Interactive,0.18,0.22,0.15,0
Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,0.18,0.08,0.26,0
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.18,0,0,0.39
